Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_Login/btn_Login""))",Chrome 125.0.0.0,,,29-05-2024 20:40:12,29-05-2024 20:40:13,1.101s,PASSED
"comment(""Then he should be able to login successfully"")",Chrome 125.0.0.0,,,29-05-2024 20:40:13,29-05-2024 20:40:13,0.005s,PASSED
"landingPage = verifyElementPresent(findTestObject(""Page_CuraAppointment/div_Appointment""), G_Timeout)",Chrome 125.0.0.0,,,29-05-2024 20:40:13,29-05-2024 20:40:14,0.448s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,29-05-2024 20:40:14,29-05-2024 20:40:14,0.281s,PASSED
Start listener action : terminateRunningWebDrivers,Chrome 125.0.0.0,,,29-05-2024 20:40:14,29-05-2024 20:40:14,0.540s,PASSED
,,,,,,,
Test Cases/Main Test Cases/TC2_Verify Successful Appointment_With TestOps Visual Testing,Chrome 125.0.0.0,"Verify if users can book an appointment sucessfully.
Pre-condition: Users have already logged in

Steps:
- Fill in appoinment's information
- Click on appointment's button

Expected results:
Appointment Confirmation page is displayed",,29-05-2024 20:40:14,29-05-2024 20:40:39,24.794s,PASSED
"comment(""Story: Book an appointment"")",Chrome 125.0.0.0,,,29-05-2024 20:40:15,29-05-2024 20:40:15,0.003s,PASSED
"comment(""Given that the user has logged into their account"")",Chrome 125.0.0.0,,,29-05-2024 20:40:15,29-05-2024 20:40:15,0.003s,PASSED
openBrowser(G_SiteURL),Chrome 125.0.0.0,,,29-05-2024 20:40:15,29-05-2024 20:40:22,7.001s,PASSED
maximizeWindow(),Chrome 125.0.0.0,,,29-05-2024 20:40:22,29-05-2024 20:40:22,0.055s,PASSED
"callTestCase(findTestCase(""Common Test Cases/Login""), [""Username"":""John Doe"", ""Password"":""ThisIsNotAPassword""], STOP_ON_FAILURE)",Chrome 125.0.0.0,,,29-05-2024 20:40:22,29-05-2024 20:40:26,4.216s,PASSED
"comment(""And Appointment page is displayed"")",Chrome 125.0.0.0,,,29-05-2024 20:40:26,29-05-2024 20:40:26,0.004s,PASSED
"takeElementScreenshotAsCheckpoint(""Appointment Dialog Origin"", AppointmentDialogObject)",Chrome 125.0.0.0,,,29-05-2024 20:40:26,29-05-2024 20:40:27,0.779s,PASSED
"selectOptionByLabel(findTestObject(""Page_CuraAppointment/lst_Facility""), ""Hongkong CURA Healthcare Center"", false)",Chrome 125.0.0.0,,,29-05-2024 20:40:27,29-05-2024 20:40:27,0.618s,PASSED
"takeElementScreenshotAsCheckpoint(""Facilty"", FacilityObject)",Chrome 125.0.0.0,,,29-05-2024 20:40:27,29-05-2024 20:40:28,0.604s,PASSED
"check(findTestObject(""Page_CuraAppointment/chk_Medicaid""))",Chrome 125.0.0.0,,,29-05-2024 20:40:28,29-05-2024 20:40:28,0.355s,PASSED
"takeElementScreenshotAsCheckpoint(""Medicare"", MedicareChoicesObject)",Chrome 125.0.0.0,,,29-05-2024 20:40:28,29-05-2024 20:40:29,0.647s,PASSED
"check(findTestObject(""Page_CuraAppointment/chk_Readmission""))",Chrome 125.0.0.0,,,29-05-2024 20:40:29,29-05-2024 20:40:29,0.347s,PASSED
"setText(findTestObject(""Page_CuraAppointment/txt_VisitDate""), ""27/12/2016"")",Chrome 125.0.0.0,,,29-05-2024 20:40:29,29-05-2024 20:40:30,0.662s,PASSED
click(CommentLabelObject),Chrome 125.0.0.0,,,29-05-2024 20:40:30,29-05-2024 20:40:31,0.546s,PASSED
"takeElementScreenshotAsCheckpoint(""Visit Date"", DateObject)",Chrome 125.0.0.0,,,29-05-2024 20:40:31,29-05-2024 20:40:31,0.824s,PASSED
"setText(findTestObject(""Page_CuraAppointment/txt_Comment""), ""Please make appointment as soon as possible."")",Chrome 125.0.0.0,,,29-05-2024 20:40:31,29-05-2024 20:40:32,0.632s,PASSED
"comment(""When he fills in valid information in Appointment page"")",Chrome 125.0.0.0,,,29-05-2024 20:40:32,29-05-2024 20:40:32,0.004s,PASSED
if (Random().nextBoolean()),Chrome 125.0.0.0,,,29-05-2024 20:40:32,29-05-2024 20:40:32,0.035s,PASSED
"takeElementScreenshotAsCheckpoint(""Appointment Dialog With Data"", AppointmentDialogObject)",Chrome 125.0.0.0,,,29-05-2024 20:40:32,29-05-2024 20:40:33,0.935s,PASSED
"click(findTestObject(""Page_CuraAppointment/btn_BookAppointment""))",Chrome 125.0.0.0,,,29-05-2024 20:40:33,29-05-2024 20:40:34,0.634s,PASSED
"takeFullPageScreenshotAsCheckpoint(""Review Appoitment"")",Chrome 125.0.0.0,,,29-05-2024 20:40:34,29-05-2024 20:40:36,2.660s,PASSED
"verifyTextPresent(""Appointment Confirmation"", false)",Chrome 125.0.0.0,,,29-05-2024 20:40:36,29-05-2024 20:40:37,0.300s,PASSED
"comment(""Then he should be able to book a new appointment"")",Chrome 125.0.0.0,,,29-05-2024 20:40:37,29-05-2024 20:40:37,0.003s,PASSED
"verifyMatch(""Hongkong CURA Healthcare Center"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Facility"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:40:37,29-05-2024 20:40:37,0.302s,PASSED
"verifyMatch(""Yes"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_HospitalReadmission"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:40:37,29-05-2024 20:40:37,0.304s,PASSED
"verifyMatch(""Medicaid"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Program"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:40:37,29-05-2024 20:40:38,0.302s,PASSED
"verifyMatch(""27/12/2016"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_VisitDate"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:40:38,29-05-2024 20:40:38,0.295s,PASSED
"verifyMatch(""Please make appointment as soon as possible."", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Comment"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:40:38,29-05-2024 20:40:38,0.298s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,29-05-2024 20:40:38,29-05-2024 20:40:38,0.329s,PASSED
Start listener action : terminateRunningWebDrivers,Chrome 125.0.0.0,,,29-05-2024 20:40:38,29-05-2024 20:40:39,0.650s,PASSED
