Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"takeElementScreenshotAsCheckpoint(""Visit Date"", DateObject)",Chrome 125.0.0.0,,,29-05-2024 20:50:27,29-05-2024 20:50:28,0.912s,PASSED
"setText(findTestObject(""Page_CuraAppointment/txt_Comment""), ""Please make appointment as soon as possible."")",Chrome 125.0.0.0,,,29-05-2024 20:50:28,29-05-2024 20:50:29,0.668s,PASSED
"comment(""When he fills in valid information in Appointment page"")",Chrome 125.0.0.0,,,29-05-2024 20:50:29,29-05-2024 20:50:29,0.002s,PASSED
if (Random().nextBoolean()),Chrome 125.0.0.0,,,29-05-2024 20:50:29,29-05-2024 20:50:29,0.041s,PASSED
"takeElementScreenshotAsCheckpoint(""Appointment Dialog With Data"", AppointmentDialogObject)",Chrome 125.0.0.0,,,29-05-2024 20:50:29,29-05-2024 20:50:30,0.929s,PASSED
"click(findTestObject(""Page_CuraAppointment/btn_BookAppointment""))",Chrome 125.0.0.0,,,29-05-2024 20:50:30,29-05-2024 20:50:30,0.701s,PASSED
"takeFullPageScreenshotAsCheckpoint(""Review Appoitment"")",Chrome 125.0.0.0,,,29-05-2024 20:50:30,29-05-2024 20:50:33,2.464s,PASSED
"verifyTextPresent(""Appointment Confirmation"", false)",Chrome 125.0.0.0,,,29-05-2024 20:50:33,29-05-2024 20:50:33,0.285s,PASSED
"comment(""Then he should be able to book a new appointment"")",Chrome 125.0.0.0,,,29-05-2024 20:50:33,29-05-2024 20:50:33,0.001s,PASSED
"verifyMatch(""Hongkong CURA Healthcare Center"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Facility"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:50:33,29-05-2024 20:50:33,0.287s,PASSED
"verifyMatch(""Yes"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_HospitalReadmission"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:50:33,29-05-2024 20:50:34,0.290s,PASSED
"verifyMatch(""Medicaid"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Program"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:50:34,29-05-2024 20:50:34,0.292s,PASSED
"verifyMatch(""27/12/2016"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_VisitDate"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:50:34,29-05-2024 20:50:34,0.286s,PASSED
"verifyMatch(""Please make appointment as soon as possible."", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Comment"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:50:34,29-05-2024 20:50:35,0.287s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,29-05-2024 20:50:35,29-05-2024 20:50:35,0.285s,PASSED
Start listener action : terminateRunningWebDrivers,Chrome 125.0.0.0,,,29-05-2024 20:50:35,29-05-2024 20:50:36,0.640s,PASSED
