Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"takeElementScreenshotAsCheckpoint(""Visit Date"", DateObject)",Chrome 125.0.0.0,,,29-05-2024 20:41:36,29-05-2024 20:41:37,0.830s,PASSED
"setText(findTestObject(""Page_CuraAppointment/txt_Comment""), ""Please make appointment as soon as possible."")",Chrome 125.0.0.0,,,29-05-2024 20:41:37,29-05-2024 20:41:38,0.641s,PASSED
"comment(""When he fills in valid information in Appointment page"")",Chrome 125.0.0.0,,,29-05-2024 20:41:38,29-05-2024 20:41:38,0.003s,PASSED
if (Random().nextBoolean()),Chrome 125.0.0.0,,,29-05-2024 20:41:38,29-05-2024 20:41:38,0.006s,PASSED
"takeElementScreenshotAsCheckpoint(""Appointment Dialog With Data"", AppointmentDialogObject)",Chrome 125.0.0.0,,,29-05-2024 20:41:38,29-05-2024 20:41:39,0.735s,PASSED
"click(findTestObject(""Page_CuraAppointment/btn_BookAppointment""))",Chrome 125.0.0.0,,,29-05-2024 20:41:39,29-05-2024 20:41:39,0.671s,PASSED
"takeFullPageScreenshotAsCheckpoint(""Review Appoitment"")",Chrome 125.0.0.0,,,29-05-2024 20:41:39,29-05-2024 20:41:42,2.371s,PASSED
"verifyTextPresent(""Appointment Confirmation"", false)",Chrome 125.0.0.0,,,29-05-2024 20:41:42,29-05-2024 20:41:42,0.294s,PASSED
"comment(""Then he should be able to book a new appointment"")",Chrome 125.0.0.0,,,29-05-2024 20:41:42,29-05-2024 20:41:42,0.003s,PASSED
"verifyMatch(""Hongkong CURA Healthcare Center"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Facility"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:41:42,29-05-2024 20:41:42,0.302s,PASSED
"verifyMatch(""Yes"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_HospitalReadmission"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:41:42,29-05-2024 20:41:42,0.291s,PASSED
"verifyMatch(""Medicaid"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Program"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:41:42,29-05-2024 20:41:43,0.293s,PASSED
"verifyMatch(""27/12/2016"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_VisitDate"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:41:43,29-05-2024 20:41:43,0.294s,PASSED
"verifyMatch(""Please make appointment as soon as possible."", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Comment"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:41:43,29-05-2024 20:41:43,0.298s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,29-05-2024 20:41:43,29-05-2024 20:41:44,0.222s,PASSED
Start listener action : terminateRunningWebDrivers,Chrome 125.0.0.0,,,29-05-2024 20:41:44,29-05-2024 20:41:44,0.546s,PASSED
