Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Page_CuraAppointment/txt_VisitDate""), ""27/12/2016"")",Chrome 125.0.0.0,,,29-05-2024 20:47:28,29-05-2024 20:47:29,0.676s,PASSED
click(CommentLabelObject),Chrome 125.0.0.0,,,29-05-2024 20:47:29,29-05-2024 20:47:30,0.517s,PASSED
"takeElementScreenshotAsCheckpoint(""Visit Date"", DateObject)",Chrome 125.0.0.0,,,29-05-2024 20:47:30,29-05-2024 20:47:30,0.804s,PASSED
"setText(findTestObject(""Page_CuraAppointment/txt_Comment""), ""Please make appointment as soon as possible."")",Chrome 125.0.0.0,,,29-05-2024 20:47:30,29-05-2024 20:47:31,0.788s,PASSED
"comment(""When he fills in valid information in Appointment page"")",Chrome 125.0.0.0,,,29-05-2024 20:47:31,29-05-2024 20:47:31,0.004s,PASSED
if (Random().nextBoolean()),Chrome 125.0.0.0,,,29-05-2024 20:47:31,29-05-2024 20:47:31,0.006s,PASSED
"takeElementScreenshotAsCheckpoint(""Appointment Dialog With Data"", AppointmentDialogObject)",Chrome 125.0.0.0,,,29-05-2024 20:47:31,29-05-2024 20:47:32,0.715s,PASSED
"click(findTestObject(""Page_CuraAppointment/btn_BookAppointment""))",Chrome 125.0.0.0,,,29-05-2024 20:47:32,29-05-2024 20:47:33,0.650s,PASSED
"takeFullPageScreenshotAsCheckpoint(""Review Appoitment"")",Chrome 125.0.0.0,,,29-05-2024 20:47:33,29-05-2024 20:47:35,2.389s,PASSED
"verifyTextPresent(""Appointment Confirmation"", false)",Chrome 125.0.0.0,,,29-05-2024 20:47:35,29-05-2024 20:47:35,0.288s,PASSED
"comment(""Then he should be able to book a new appointment"")",Chrome 125.0.0.0,,,29-05-2024 20:47:35,29-05-2024 20:47:35,0.002s,PASSED
"verifyMatch(""Hongkong CURA Healthcare Center"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Facility"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:47:35,29-05-2024 20:47:36,0.305s,PASSED
"verifyMatch(""Yes"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_HospitalReadmission"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:47:36,29-05-2024 20:47:36,0.293s,PASSED
"verifyMatch(""Medicaid"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Program"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:47:36,29-05-2024 20:47:36,0.296s,PASSED
"verifyMatch(""27/12/2016"", getText(findTestObject(""Page_AppointmentConfirmation/lbl_VisitDate"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:47:36,29-05-2024 20:47:36,0.297s,PASSED
"verifyMatch(""Please make appointment as soon as possible."", getText(findTestObject(""Page_AppointmentConfirmation/lbl_Comment"")), false)",Chrome 125.0.0.0,,,29-05-2024 20:47:36,29-05-2024 20:47:37,0.298s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,29-05-2024 20:47:37,29-05-2024 20:47:37,0.344s,PASSED
Start listener action : terminateRunningWebDrivers,Chrome 125.0.0.0,,,29-05-2024 20:47:37,29-05-2024 20:47:38,0.543s,PASSED
